,вопрос,класс
7481,социальный порядок польза справедливый происходить,0
7482,непосредственный действие лоббирование власть реформирование,0
7483,система активист активно участвовать разработка,0
7484,поддержка новый законодательный инициатива направить,0
7485,улучшение жизнь большинство активистский движение,0
7486,встречать положительный отношение сторона общество,0
7487,власть активист часто сталкиваться давление,0
7488,репрессия дискредитация деятельность несмотря терять,0
7489,вера идеал продолжать борьба социальный,0
7490,справедливость активистский движение играть важный,0
7491,роль сознательный формирование общество создание,0
7492,справедливый будущее благодаря усилие приверженность,0
7493,идеал социальный справедливость мир стать,0
7494,право свобода каждый человек защитить,0
7495,уважаемый активист голос необходимый поддержка,0
7496,помощь деятельность важный элемент демократия,0
7497,гражданский участие жизнь общество финансовый,0
7498,грамотность умение разбираться инвестиция играть,0
7499,огромный роль жизнь настоящий время,0
7500,финансовый рынок постоянно меняться становиться,0
7501,сложный необходимо иметь знание навык,0
7502,принимать обоснованный финансовый решение финансовый,0
7503,грамотность являться умение управлять финансы,0
7504,эффективно осознанно включать понимание основный,0
7505,принцип бюджетирование планирование управление долг,0
7506,кредит основа инвестирование инвестиция процесс,0
7507,вложение денежный средство актив цель,0
7508,получение прибыль инвестирование играть важный,0
7509,роль достижение финансовый стабильность рост,0
7510,капитал инвестировать успешно необходимо иметь,0
7511,знание различный инвестиционный инструмент понимать,0
7512,рынок уметь анализировать риск прогнозировать,0
7513,потенциальный доходность финансовый грамотность позволять,0
7514,человек принимать обоснованный финансовый решение,0
7515,избегать финансовый проблема помогать распределить,0
7516,финансовый ресурс образ обеспечить текущий,0
7517,нужда достижение долгосрочный финансовый цель,0
7518,важный компонент финансовый грамотность являться,0
7519,умение самостоятельно изучать анализировать финансовый,0
7520,инструмент рынок сегодня доступ информация,0
7521,стать гораздо простой благодаря интернет,0
7522,человек обращаться профессионал самостоятельно осваивать,0
7523,основа инвестиция финансовый планирование важно,0
7524,отметить финансовый грамотность ограничиваться инвестиция,0
7525,навык помогать человек принимать обоснованный,0
7526,финансовый решение сфера жизнь осознанность,0
7527,финансовый вопрос человек мочь управлять,0
7528,финансы избегать долг разочарование итог,0
7529,финансовый грамотность понимание инвестиция являться,0
7530,неотъемлемый часть современный жизнь иметь,0
7531,знание умение область позволять принимать,0
7532,осознанный финансовый решение обеспечивать стабильность,0
7533,достигать финансовый цель политический история,0
7534,область знание изучать формирование развитие,0
7535,политический система институт общество протяжение,0
7536,время позволять понять политический идея,0
7537,сила формировать общественный отношение организация,0
7538,власть начинать появление первый политический,0
7539,образование древний цивилизация политический история,0
7540,изучать различный политический система монархия,0
7541,аристократия демократия олигархия тоталитаризм анализировать,0
7542,влияние политический идея идеология либерализм,0
7543,консерватизм социализм формирование развитие государственный,0
7544,власть политический история исследовать ключевой,0
7545,политический событие оказать значительный влияние,0
7546,ход история мочь война революция,0
7547,изменение граница реформа особый политический,0
7548,лидер деятель сыграть важный роль,0
7549,формирование государство важный составлять политический,0
7550,история являться изучение система правление,0
7551,политический структура включать разделение власть,0
7552,исполнительный законодательный судебный ветвь система,0
7553,представительство выборность формирование правительственный орган,0
7554,политический история иметь огромный значение,0
7555,понимание современный политический порядок принятие,0
7556,решение связанный политика изучение политический,0
7557,история помогать понять откуда браться,0
7558,различный политический идея властный структура,0
7559,система управление позволять учиться опыт,0
7560,прошлый поколение применять опыт создание,0
7561,эффективный политический система решение современный,0
7562,вызов задача итог политический история,0
7563,являться ключевой составлять понимание политический,0
7564,процесс формирование государство позволять учиться,0
7565,прошлый ошибка достижение строить справедливый,0
7566,стабильный развитой общество современный мир,0
7567,литература являться важный незаменимый искусство,0
7568,отражать современный тенденция вызывать интерес,0
7569,читатель современный литература неразрывно связать,0
7570,развитие технология интернет социальный сеть,0
7571,открывать новый возможность творчество самовыражение,0
7572,основный тенденция современный литература являться,0
7573,многообразие жанр стиль сегодня писатель,0
7574,бояться экспериментировать искать новый подход,0
7575,выражение идея реализм магический реализм,0
7576,фантастика документальный проза каждый жанр,0
7577,иметь аудитория значение важный аспект,0
7578,современный литература являться актуальность полемичность,0
7579,содержание писатель часто обращаться социальный,0
7580,политический проблема отражать мир жить,0
7581,осмысливать вызов противоречие современность помогать,0
7582,разобраться сложный процесс происходить общество,0
7583,современный литература отражать изменение отношение,0
7584,человек чтение благодаря интернет электронный,0
7585,книга доступ литература стать простой,0
7586,удобный возникнуть новый формат блог,0
7587,веб сериал привлекать читатель условно,0
7588,называться литература сеть кроме современный,0
7589,литература активно использовать стилевой жанровый,0
7590,приём кино телевидение объединять элемент,0
7591,драма эпизодичность сюжетность визуальность создавать,0
7592,динамичный мощный эффект читатель несмотря,0
7593,новшество классика прежний оставаться востребовать,0
7594,многие писатель современность вдохновляться традиция,0
7595,стиль великий классик читатель найти,0
7596,время место произведение достоевский толстой,0
7597,булгаков образ современный литература тенденция,0
7598,отражать изменение художественный произведение реакция,0
7599,читатель новый формат тема книга,0
7600,становиться средство самовыражение помогать преодолевать,0
7601,сложность открывать новый горизонт понимать,0
7602,мир вокруг мировой экономика глобальный,0
7603,финансовый рынок являться ключевой элемент,0
7604,современный мировой порядок играть важный,0
7605,роль международный торговля инвестиция финансовый,0
7606,стабильность мировой экономика представлять система,0
7607,взаимодействие различный национальный экономика определяться,0
7608,международный отношение обмен товар услуга,0
7609,движение капитал глобальный финансовый рынок,0
7610,очередь представлять сложный сеть финансовый,0
7611,инструмент включать акция облигация валюта,0
7612,дериватив торговаться международный биржа элемент,0
7613,тесно связать взаимодействовать друг друг,0
7614,например международный торговля способствовать экономический,0
7615,интеграция страна создавать возможность рост,0
7616,производство увеличение доход население развитие,0
7617,финансовый рынок доступность инвестор разный,0
7618,страна способствовать приток капитал развивающийся,0
7619,страна позволять реализовывать экономический потенциал,0
7620,существовать риск связанный мировой экономика,0
7621,глобальный финансовый рынок финансовый кризис,0
7622,мочь привести серьёзный последствие мировой,0
7623,экономика например кризис 2008 год,0
7624,вызвать жилищный рынок сша иметь,0
7625,глобальный последствие привести рецессия многий,0
7626,страна кроме глобальный финансовый рынок,0
7627,страдать волатильность манипуляция валютный колебание,0
7628,спекуляция мочь вызывать значительный потеря,0
7629,инвестор снижение доверие финансовый система,0
7630,обеспечение стабильность устойчивость мировой экономика,0
7631,финансовый рынок существовать ряд международный,0
7632,организация международный валютный фонд мвф,0
7633,всемирный торговый организация вто разрабатывать,0
7634,правило регулировать деятельность страна компания,0
7635,международный уровень обеспечить справедливый доступ,0
7636,рынок предотвращать финансовый кризис образ,0
7637,мировой экономика глобальный финансовый рынок,0
7638,играть важный роль современный мир,0
7639,способствовать развитие страна обмен товар,0
7640,услуга привлекать инвестиция необходимо тщательный,0
7641,регулирование международный сотрудничество минимизировать риск,0
7642,обеспечить стабильность мировой экономика финансовый,0
7643,рынок научный открытие медицинский прорыв,0
7644,играть огромный роль современный мир,0
7645,позволять понять закон природа расширить,0
7646,знание применить решение самый сложный,0
7647,проблема самый значимый научный открытие,0
7648,последний время являться открытие геном,0
7649,человек революционный открытие позволить узнать,0
7650,наследственность механизм лежать основа биология,0
7651,благодаря открытие настоящий время возможность,0
7652,разрабатывать индивидуальный подход лечение различный,0
7653,заболевание основа генетический информация прорывный,0
7654,открытие медицина являться разработка вакцина,0
7655,вакцина позволить снизить полностью устранить,0
7656,риск заболевание опасный инфекционный болезнь,0
7657,ранний уносить множество жизнь яркий,0
7658,пример являться вакцина против полиомиелит,0
7659,благодаря опасный болезнь полностью исчезнуть,0
7660,значимый научный открытие являться разработка,0
7661,антибиотик антибиотик позволять эффективно бороться,0
7662,инфекционный болезнь спасать миллион жизнь,0
7663,неправильный использование антибиотик появление антибиотикорезистентность,0
7664,настоящий время вестись интенсивный работа,0
7665,разработка новый препарат кроме научный,0
7666,открытие медицинский прорыв помочь сделать,0
7667,значительный шаг лечение онкологический заболевание,0
7668,разработка новый метод диагностика терапия,0
7669,позволить увеличить шанс выживание пациент,0
7670,улучшить качество жизнь безусловно научный,0
7671,открытие медицинский прорыв играть ключевой,0
7672,роль жизнь открывать новый возможность,0
7673,лечение различный заболевание спасать миллион,0
7674,жизнь надеяться будущее научный открытие,0
7675,продолжать совершенствовать медицина улучшать здоровье,0
7676,дизайн графика область иметь огромный,0
7677,значение современный визуальный культура являться,0
7678,неотъемлемый часть повседневный жизнь окружать,0
7679,утро поздний ночь дизайн суть,0
7680,означать создание уникальный функциональный решение,0
7681,приносить польза радость многофакторный включать,0
7682,различный аспект графический дизайн промышленный,0
7683,дизайн веб дизайн многие графика,0
7684,очередь представлять искусство передача идея,0
7685,информация помощь изображение графический дизайн,0
7686,включать создание логотип баннер постер,0
7687,упаковка графический элемент помогать компания,0
7688,выделиться толпа создать узнавать визуальный,0
7689,образ эстетически приятный функциональный должный,0
7690,передавать информация привлекать внимание целевой,0
7691,аудитория веб дизайнер дизайнер пользовательский,0
7692,интерфейс создавать удобный привлекательный веб,0
7693,сайт приложение обеспечить хороший пользовательский,0
7694,опыт учитывать эргономика навигация доступность,0
7695,сделать сайт приложение лёгкий использование,0
7696,понятный пользователь креативность воображение играть,0
7697,ключевой роль дизайн графика дизайнер,0
7698,должный курс последний тенденция знать,0
7699,применять новый технология инструмент должный,0
7700,уметь адаптироваться различный стиль потребность,0
7701,клиент применение дизайн графика ограничиваться,0
7702,бизнес сфера играть важный роль,0
7703,культурный сфера искусство медиа развлекательный,0
7704,индустрия книга фильм альбом мочь,0
7705,обойтись творческий подход дизайн графика,0
7706,итог дизайн графика просто украшение,0
7707,мир мощный инструмент помогать понимать,0
7708,воспринимать информация общаться создавать уникальный,0
7709,визуальный образ движущий сила современный,0
7710,мир неотъемлемый часть жизнь мотивация,0
7711,достижение цель являться критически важный,0
7712,аспект жизнь помогать преодолевать преграда,0
7713,преодолевать сложность продвигаться вперёд успех,0
7714,достаточный мотивация мочь терять интерес,0
7715,жизнь стагнировать развитие увидеть возможность,0
7716,рост мотивация внутренний сила побуждать,0
7717,действие происходить внутренний страсть стремление,0
7718,достижение определённый цель желание улучшить,0
7719,жизнь мотивация иметь тесный связь,0
7720,цель поскольку цель побуждать двигаться,0
7721,вперёд добиваться успех определение постановка,0
7722,цель важный шаг достижение мотивация,0
7723,улучшение жизнь цель должный smart,0
7724,конкретный измеримый достижимый релевантный ограниченный,0
7725,время например вместо цель хотеть,0
7726,сбросить вес сформулировать конкретный цель,0
7727,например хотеть сбросить килограмм месяц,0
7728,путём занятие спорт соблюдение здоровый,0
7729,питание цель лёгкий измерить достигнуть,0
7730,служить источник мотивация мотивация недостаточный,0
7731,достижение цель необходимо действие действие,0
7732,сила превращать мечта реальность упорный,0
7733,труд самодисциплина учёба навык стратегия,0
7734,постоянный развитие часто подавлять неудача,0
7735,трудность возможный препятствие путь достижение,0
7736,цель именно мотивация служить мощный,0
7737,инструмент преодоление трудность помогать оставаться,0
7738,путь сдаваться трудный момент важно,0
7739,приобрести убеждение мотивация цель стоять,0
7740,усилие независимо сколько время занять,0
7741,достижение делать возможный достижение успех,0
7742,заключение мотивация достижение цель взаимосвязанный,0
7743,понятие играть решающий роль жизнь,0
7744,помогать расти развиваться достигать успех,0
7745,личный профессиональный сфера поддерживать трудный,0
7746,момент побуждать действие помогать создавать,0
7747,счастливый успешный жизнь социальный неравенство,0
7748,наиболее актуальный проблема сталкиваться современный,0
7749,общество вызывать негативный последствие экономический,0
7750,политический социальный аспект жизнь человек,0
7751,социальный неравенство приводить увеличение разрыв,0
7752,богатый бедный ограничивать возможность личностный,0
7753,профессиональный развитие усиливать социальный недовольство,0
7754,неравенство доступ средство участие общественный,0
7755,жизнь борьба социальный неравенство сложный,0
7756,длительный процесс требовать совместный усилие,0
7757,общество государство индивидуальный гражданин основный,0
7758,способ борьба неравенство являться создание,0
7759,равный возможность член общество включать,0
7760,обеспечение равный доступ образование медицинский,0
7761,обслуживание жильё трудовой ресурс кроме,0
7762,необходимо проводить системный изменение направить,0
7763,реформа экономический политический сфера важно,0
7764,создавать справедливый система налогообложение позволять,0
7765,снизить разрыв богатый бедный проводить,0
7766,реформа сфера социальный защита население,0
7767,важный аспект борьба неравенство являться,0
7768,повышение осведомлённость население пропаганда идея,0
7769,социальный справедливость общественный мнение осознание,0
7770,проблема социальный неравенство являться ключевой,0
7771,фактор способствовать принятие мера устранение,0
7772,стоить отметить роль некоммерческий организация,0
7773,гражданский общество борьба социальный неравенство,0
7774,играть важный роль поддержка уязвимый,0
7775,группа население выступать качество сторонник,0
7776,политик социальный интеграция рассредоточение богатство,0
7777,конечный цель борьба социальный неравенство,0
7778,являться создание справедливый равноправный общество,0
7779,каждый иметь возможность реализовать потенциальный,0
7780,возможность жить достойный жизнь требовать,0
7781,усилие участник общество постоянный внимание,0
7782,проблема сторона государство общество целое,0
7783,персональный рост развитие самосознание являться,0
7784,важный аспект жизнь процесс помогать,0
7785,становиться узнавать раскрыть потенциал ключевой,0
7786,аспект персональный рост осознание цель,0
7787,стремление достижение знать хотеть становиться,0
7788,направить решительный умение ставить цель,0
7789,помогать преодолевать препятствие путь успех,0
7790,добиваться желаемый результат развитие самосознание,0
7791,играть важный роль личностный рост,0
7792,процесс осознание эмоция мысль убеждение,0
7793,ценность глубокий погружаться понимать мотив,0
7794,действие развитие самосознание помогать принимать,0
7795,осознанный решение строить качественный отношение,0
7796,окружающие процесс личностный рост развитие,0
7797,самосознание требовать время терпение самодисциплина,0
7798,лёгкий стоить усилие чтение книга,0
7799,изучение новый предмет посещение тренинг,0
7800,семинар способ самосовершенствование расширение кругозор,0
7801,персональный рост развитие самосознание тесно,0
7802,связать саморазвитие процесс обучение развитие,0
7803,навык умение талант непрерывный обучение,0
7804,позволять становиться компетентный успешный сфера,0
7805,деятельность поэтому важно постоянно изучать,0
7806,новый развиваться личность необходимо помнить,0
7807,персональный рост развитие самосознание индивидуальный,0
7808,процесс каждый человек иметь уникальный,0
7809,цель задача поэтому важно слушать,0
7810,давать время отдых развлечение учиться,0
7811,строить баланс работа личный жизнь,0
7812,саморазвитие итог персональный рост развитие,0
7813,самосознание являться основа создание хороший,0
7814,версия процесс позволять стать уверенный,0
7815,успешный счастливый непрерывный развитие поиск,0
7816,позволить стремиться самореализация полнота жизнь,0
7817,домашний животное влияние жизнь сомнение,0
7818,домашний животное играть огромный роль,0
7819,жизнь приносить радость уют дом,0
7820,обладать целый набор положительный влияние,0
7821,физический эмоциональный благополучие первый домашний,0
7822,питомец помогать физически активизироваться выгуливать,0
7823,собака играть кошка поддерживать тело,0
7824,форма укреплять сердечно сосудистый система,0
7825,занятие животное способствовать выработка эндорфин,0
7826,гормон счастие повышать настроение освобождать,0
7827,стресс второй общение домашний животное,0
7828,помогать установить эмоциональный связь развить,0
7829,эмпатия заботиться питомец понимать потребность,0
7830,чувство способность сопереживать улучшаться иметь,0
7831,положительный влияние отношение человек становиться,0
7832,открытый заботливый забывать польза приносить,0
7833,простой физический близость животное многие,0
7834,исследование показать приласкать питомец почувствовать,0
7835,прикосновение вызывать релаксация снижение уровень,0
7836,стресс уровень гормон окситоцин организм,0
7837,повышаться способствовать укрепление иммунный система,0
7838,улучшение социальный связь домашний животное,0
7839,иметь большой значение развитие ребёнок,0
7840,питомец помогать ребёнок научиться ответственный,0
7841,заботиться уважать живой существо кроме,0
7842,общение животное помогать развивать навык,0
7843,коммуникация социализация эмоциональный выражение стоить,0
7844,помнить домашний животное требовать забота,0
7845,внимание должный ответственный владелец обеспечивать,0
7846,питомец достойный условие жизнь случай,0
7847,общение приносить истинный удовлетворение радость,0
7848,заключение домашний животное просто пушистый,0
7849,друг надёжный помощник жизнь влиять,0
7850,физический эмоциональный состояние помогать активный,0
7851,эмпатичный счастливый поэтому удивительно многие,0
7852,человек находить питомец настоящий жизненный,0
7853,поддержка источник вдохновение космос исследование,0
7854,вселенная представлять фантастический увлекательный сфера,0
7855,жизнь научный исследование течение время,0
7856,человек испытывать любопытство желание понять,0
7857,пространство вокруг наса изучение космос,0
7858,начаться тысячелетие назад предок наблюдать,0
7859,небесный объект невооружённый глаз изначально,0
7860,понимание космос связать миф легенда,0
7861,развитие наука технология человечество начало,0
7862,исследовать космический оболочка земля первый,0
7863,шаг освоение космос сделать середина,0
7864,век научный эксперимент исследовать возможность,0
7865,запуск человек техника орбита земля,0
7866,эксперимент закладывать основа будущий космический,0
7867,исследование 1961 год юрий гагарин,0
7868,стать первый человек покорить космический,0
7869,граница полететь вокруг земля исторический,0
7870,момент открыть новый эра исследование,0
7871,космос пора мир стать свидетель,0
7872,множество космический миссия достижение прогресс,0
7873,космический исследовательский программа неуклонно возрастать,0
7874,астронавт испытывать новый технология метод,0
7875,жить работать космический пространство длительный,0
7876,срок множество спутник зонд отправляться,0
7877,вселенная изучать планета звезда галактика,0
7878,галактика предел исследование космос иметь,0
7879,ряд цель первый расширение знание,0
7880,вселенная узнать звезда галактика космический,0
7881,объект точнее становиться теория происхождение,0
7882,вселенная собственный место второй исследование,0
7883,космос иметь практический значимость жизнь,0
7884,земля использовать спутник телекоммуникация погодный,0
7885,прогноз навигация предотвращение природный катастрофа,0
7886,космический исследование вдохновлять показывать большой,0
7887,необъятный космический мир напоминать уязвимость,0
7888,ограниченность планета единственный место мочь,0
7889,жить образ исследование космос продолжать,0
7890,развиваться вносить лепта понимание вселенная,0
7891,жить век человек заглянуть внутрь,0
7892,тайна вселенная прекрасный исследование приносить,0
7893,новый открытие происхождение жизнь галактика,0
7894,чёрный дыра многое друг исследование,0
7895,космос наука великое приключение человечество,0
7896,мобильный приложение стать неотъемлемый часть,0
7897,жизнь успех заменить карманный телефон,0
7898,создать уникальный удобство пользователь значительно,0
7899,изменить образ жизнь момент появление,0
7900,первый мобильный приложение стать незаменимый,0
7901,помощник многий сфера жизнь позволять,0
7902,узнать последний новость сразу появление,0
7903,следить здоровье физический активность находить,0
7904,нужный ресторан магазин заказывать еда,0
7905,билет развлекательный мероприятие многое мобильный,0
7906,приложение влиять жизнь удобство менять,0
7907,привычка поведение ранний тратить время,0
7908,поиск информация разный источник делаться,0
7909,несколько нажатие стать зависимый мобильный,0
7910,приложение предлагать инструмент улучшение жизнь,0
7911,появление мобильный приложение возникнуть новый,0
7912,проблема многие человек стать зависимый,0
7913,социальный сеть использование различный приложение,0
7914,отрицательно влиять социальный отношение самооценка,0
7915,кроме мобильный приложение мочь использовать,0
7916,цель воровство информация пользователь создавать,0
7917,риск приватность безопасность менее влияние,0
7918,мобильный приложение жизнь неоспоримо положительно,0
7919,помогать повседневный задача экономить время,0
7920,средство делать жизнь удобный интересный,0
7921,привносить новый возможность перспектива многие,0
7922,сфера жизнь бизнес развлечение образ,0
7923,мобильный приложение иметь огромный влияние,0
7924,жизнь преобразовать образ жизнь улучшать,0
7925,продуктивность коммуникация облегчать выполнение рутинный,0
7926,задача должный осведомить плюс минус,0
7927,использование эффективно использовать преимущество уменьшить,0
7928,негативный последствие исторический личность играть,0
7929,важный роль формирование современный культура,0
7930,политика общественный развитие влияние современность,0
7931,простираться уровень отдельный страна мировой,0
7932,арена взглянуть некоторый исторический личность,0
7933,влияние современный общество яркий исторический,0
7934,фигура оказать значительный влияние современность,0
7935,являться махатм ганди ганди индийский,0
7936,политический духовный лидер помощь ненасильственный,0
7937,сопротивление продвигать идея свобода мир,0
7938,справедливость метод активный неповиновение вдохновить,0
7939,вдохновлять современный активист весь мир,0
7940,видеть влияние движение борьба гражданский,0
7941,право установление мир конфликтный зона,0
7942,великий исторический личность внести значительный,0
7943,вклад современность являться нельсон мандеть,0
7944,мандеть южноафриканский политический деятель борец,0
7945,равенство борьба против система апартеид,0
7946,привлечь внимание международный сообщество привести,0
7947,падение мандеть известный стремление примирение,0
7948,национальный прогресс наследие продолжать вдохновлять,0
7949,человек борьба право равенство международный,0
7950,космический история знакомый имя юрий,0
7951,гагарин первый человек отправиться космос,0
7952,1961 год гагарин продемонстрировать возможность,0
7953,человечество исследование простор вселенная полёт,0
7954,открыть новый горизонт научный исследование,0
7955,технологический развитие исторический момент оказать,0
7956,влияние прогресс область космический инженерия,0
7957,стимулировать научный исследование весь мир,0
7958,интересно отметить михаил горбачёв сыграть,0
